question_ref,id,answer,timestamp,user_id,necessary,validity,map_count,question_text,spatial_relationship,noinfo_reason,expected_answer,count
q_0189,342,Cypress,2025-08-22 04:46:06.38886+00,9,no,Can be answered,Multi,What is the name of the creek that intersects the 'APE' area but is disjoint from the 'Proposed Basin' area? Provide the answer without including the word 'Creek'.,Intersect,,Cypress,3
q_0189,531,Cypress,2025-08-24 19:49:58.97149+00,122,yes,Can be answered,Multi,What is the name of the creek that intersects the 'APE' area but is disjoint from the 'Proposed Basin' area? Provide the answer without including the word 'Creek'.,Intersect,,Cypress,3
q_0189,1075,Cypress,2025-08-28 04:12:44.74552+00,10,yes,Can be answered,Multi,What is the name of the creek that intersects the 'APE' area but is disjoint from the 'Proposed Basin' area? Provide the answer without including the word 'Creek'.,Intersect,,Cypress,3
q_0191,306,-4',2025-08-21 23:40:19.530565+00,5,yes,Can be answered,Multi,What is the label of the 'Water Depth' at the northwest corner of the 'Estuarine and Marine Deepwater' within the Project Area of the Lake Lery Marsh Creation and Rim Restoration Phase III?,Equal,,-4',3
q_0191,533,-4',2025-08-24 19:51:20.93992+00,122,yes,Can be answered,Multi,What is the label of the 'Water Depth' at the northwest corner of the 'Estuarine and Marine Deepwater' within the Project Area of the Lake Lery Marsh Creation and Rim Restoration Phase III?,Equal,,-4',3
q_0191,582,-4',2025-08-24 21:58:55.174868+00,6,yes,Can be answered,Multi,What is the label of the 'Water Depth' at the northwest corner of the 'Estuarine and Marine Deepwater' within the Project Area of the Lake Lery Marsh Creation and Rim Restoration Phase III?,Equal,,-4',3
q_0192,112,1% Annual Chance,2025-08-21 07:54:34.541228+00,8,yes,Can be answered,Multi,"Which 'Flood Hazard Zones' area contains the 'Estuarine and Marine Wetland' region, as shown in the City of New Haven Inland and Coastal Flood Resiliency Project? Provide the name, excluding the 'Hazard Zone' portion.",Within,,1% Annual Chance,3
q_0192,534,1% Annual Chance,2025-08-24 19:51:42.867917+00,122,yes,Can be answered,Multi,"Which 'Flood Hazard Zones' area contains the 'Estuarine and Marine Wetland' region, as shown in the City of New Haven Inland and Coastal Flood Resiliency Project? Provide the name, excluding the 'Hazard Zone' portion.",Within,,1% Annual Chance,3
q_0192,845,1% Annual Chance,2025-08-26 05:00:45.125624+00,7,yes,Can be answered,Multi,"Which 'Flood Hazard Zones' area contains the 'Estuarine and Marine Wetland' region, as shown in the City of New Haven Inland and Coastal Flood Resiliency Project? Provide the name, excluding the 'Hazard Zone' portion.",Within,,1% Annual Chance,3
q_0194,536,South West,2025-08-24 19:53:10.936235+00,122,yes,Can be answered,Multi,"In Jackson County, what is the orientation of Ashland in relation to the southwest corner of the Rogue Wolf Use Area border?",Orientation,,South,3
q_0194,627,South West,2025-08-25 02:35:07.023134+00,3,yes,Can be answered,Multi,"In Jackson County, what is the orientation of Ashland in relation to the southwest corner of the Rogue Wolf Use Area border?",Orientation,,South,3
q_0194,672,South East,2025-08-25 06:27:51.086439+00,4,yes,Can be answered,Multi,"In Jackson County, what is the orientation of Ashland in relation to the southwest corner of the Rogue Wolf Use Area border?",Orientation,,South,3
q_0195,334,North West,2025-08-22 04:34:54.496625+00,5,yes,Can be answered,Multi,"What is the orientation of Interstate 75 (the line labled ""75"") in relation to Township Road 49 within the Eagle Creek Basin?",Orientation,,North West,3
q_0195,537,North West,2025-08-24 19:53:34.955552+00,122,yes,Can be answered,Multi,"What is the orientation of Interstate 75 (the line labled ""75"") in relation to Township Road 49 within the Eagle Creek Basin?",Orientation,,North West,3
q_0195,583,North West,2025-08-24 22:01:11.64601+00,6,yes,Can be answered,Multi,"What is the orientation of Interstate 75 (the line labled ""75"") in relation to Township Road 49 within the Eagle Creek Basin?",Orientation,,North West,3
q_0196,113,2,2025-08-21 07:54:47.354298+00,8,yes,Can be answered,Multi,Identify the 'Wetland Area' of size 0.9 acres in the Wetland Delineation Proposed St. Louis School. What is the 'Sample Plot & ID' number located within this area?,Within,,2,3
q_0196,538,2,2025-08-24 19:53:49.092932+00,122,yes,Can be answered,Multi,Identify the 'Wetland Area' of size 0.9 acres in the Wetland Delineation Proposed St. Louis School. What is the 'Sample Plot & ID' number located within this area?,Within,,2,3
q_0196,847,2,2025-08-26 05:01:00.092915+00,7,yes,Can be answered,Multi,Identify the 'Wetland Area' of size 0.9 acres in the Wetland Delineation Proposed St. Louis School. What is the 'Sample Plot & ID' number located within this area?,Within,,2,3
q_0197,344,Western Lake,2025-08-22 04:48:25.299067+00,9,yes,Can be answered,Multi,Which Physiographic Division contains the 'Mille Lacs Sole Source Aquifer SSA' area?,Within,,Western Lake,3
q_0197,540,Western Lake,2025-08-24 19:54:07.880207+00,122,yes,Can be answered,Multi,Which Physiographic Division contains the 'Mille Lacs Sole Source Aquifer SSA' area?,Within,,Western Lake,3
q_0197,1077,Western Lake,2025-08-28 04:15:09.209417+00,10,yes,Can be answered,Multi,Which Physiographic Division contains the 'Mille Lacs Sole Source Aquifer SSA' area?,Within,,Western Lake,3
q_0199,335,North West,2025-08-22 04:39:34.754327+00,5,yes,Can be answered,Multi,Identify the 'Inflow Weirs' area within 'Proposed Basin 1A' of the T.C. Jester Stormwater Detention Basin project area. What is the orientation of the identified 'Inflow Weirs' area in relation to 'BEECHAM DR'?,Orientation,,North West,3
q_0199,543,North West,2025-08-24 19:56:23.900785+00,122,yes,Can be answered,Multi,Identify the 'Inflow Weirs' area within 'Proposed Basin 1A' of the T.C. Jester Stormwater Detention Basin project area. What is the orientation of the identified 'Inflow Weirs' area in relation to 'BEECHAM DR'?,Orientation,,North West,3
q_0199,584,North West,2025-08-24 22:04:47.493744+00,6,yes,Can be answered,Multi,Identify the 'Inflow Weirs' area within 'Proposed Basin 1A' of the T.C. Jester Stormwater Detention Basin project area. What is the orientation of the identified 'Inflow Weirs' area in relation to 'BEECHAM DR'?,Orientation,,North West,3
q_0201,345,Regulatory Floodway,2025-08-22 04:49:39.22285+00,9,yes,Can be answered,Multi,Which 'Flood Hazard Zone' overlaps the majority of the 'Freshwater Pond' in the Lumberton Loop Project Area?,Within,,Regulatory Floodway,3
q_0201,545,Regulatory Floodway,2025-08-24 19:57:07.120811+00,122,yes,Can be answered,Multi,Which ‘Flood Hazard Zone’ overlaps the majority of the ‘Freshwater Pond’ in the Lumberton Loop Project Area?,Within,,Regulatory Floodway,3
q_0201,1078,Regulatory Floodway,2025-08-28 04:15:46.454398+00,10,yes,Can be answered,Multi,Which 'Flood Hazard Zone' overlaps the majority of the 'Freshwater Pond' in the Lumberton Loop Project Area?,Within,,Regulatory Floodway,3
q_1001,120,3,2025-08-21 17:31:04.930924+00,22,yes,Can be answered,Multi,Location circle with which number is located inside of the PROPOSED NEW COMMERCIAL NODE in Cape Town?,Within,,3,3
q_1001,346,3,2025-08-22 05:19:48.813243+00,15,yes,Can be answered,Multi,Location circle with which number is located inside of the PROPOSED NEW COMMERCIAL NODE in Cape Town?,Within,,3,3
q_1001,468,3,2025-08-23 17:20:53.93559+00,14,yes,Can be answered,Multi,Location circle with which number is located inside of the PROPOSED NEW COMMERCIAL NODE in Cape Town?,Within,,3,3
q_1003,122,19,2025-08-21 17:41:20.940081+00,22,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the number of the Current Parking that is connected with Tyger Valley Shopping Centre by the Formal Pedestrian Crossing on Bill Bezuidenhout Drive?",Equal,,19,3
q_1003,383,19,2025-08-22 10:21:00.52041+00,18,yes,Can be answered,Multi,All 'Current Parking' areas within the Elsieskraal River Valley are assigned unique numbers. Identify the 'Formal Pedestrian Crossing' that connects two regions (one of which is the Tyger Valley Shopping Centre) around Bill Bezuidenhout Drive. What is the number of the 'Current Parking' area connected to the 'Tyger Valley Shopping Centre' by the identified 'Formal Pedestrian Crossing'?,Equal,,19,3
q_1003,906,19,2025-08-27 01:12:08.429268+00,19,yes,Can be answered,Multi,All 'Current Parking' areas within the Elsieskraal River Valley are assigned unique numbers. Identify the 'Formal Pedestrian Crossing' that connects two regions (one of which is the Tyger Valley Shopping Centre) around Bill Bezuidenhout Drive. What is the number of the 'Current Parking' area connected to the 'Tyger Valley Shopping Centre' by the identified 'Formal Pedestrian Crossing'?,Equal,,19,3
q_1008,127,Open space Network,2025-08-21 17:48:19.473766+00,22,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what type of Development Framework is The Study Area of 13. Waste-Tech located in?",Equal,,Open space Network,3
q_1008,384,Open space Network,2025-08-22 10:26:59.608405+00,18,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what type of Development Framework is The Study Area of 13. Waste-Tech located in?",Equal,,Open space Network,3
q_1008,908,Open space Network,2025-08-27 01:13:58.230004+00,19,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what type of Development Framework is The Study Area of 13. Waste-Tech located in?",Equal,,Open space Network,3
q_1010,129,URLX,2025-08-21 17:50:06.628184+00,22,yes,Can be answered,Multi,"Within the A3A Detention Pond in Texas, each 'Soil Unit' area is associated with an alphabetical letter code. In which 'Soil Unit' is the 'GROVE CORP BDY' area located?",Equal,,URLX,3
q_1010,350,URLX,2025-08-22 05:29:57.110267+00,12,yes,Can be answered,Multi,"Within the A3A Detention Pond in Texas, each 'Soil Unit' area is associated with an alphabetical letter code. In which 'Soil Unit' is the 'GROVE CORP BDY' area located?",Equal,,URLX,3
q_1010,897,URLX,2025-08-27 00:51:31.579396+00,13,yes,Can be answered,Multi,"Within the A3A Detention Pond in Texas, each 'Soil Unit' area is associated with an alphabetical letter code. In which 'Soil Unit' is the 'GROVE CORP BDY' area located?",Equal,,URLX,3
q_1011,130,South West,2025-08-21 17:50:26.678257+00,22,yes,Can be answered,Multi,"In Seattle, in which direction is the area of SW NSC located relative to Green Lake?",Orientation,,South West,3
q_1011,351,South,2025-08-22 05:33:09.10787+00,15,yes,Can be answered,Multi,"In Seattle, in which direction is the area of SW NSC located relative to Green Lake?",Orientation,,South West,3
q_1011,470,South,2025-08-23 17:27:41.225674+00,14,yes,Can be answered,Multi,"In Seattle, in which direction is the area of SW NSC located relative to Green Lake?",Orientation,,South West,3
q_1012,131,Mercer,2025-08-21 17:51:02.321555+00,22,yes,Can be answered,Multi,"In the City of Seattle, which 'Elementary Attendance Area' is the 'Seattle Schools Administration' located in?",Within,,Mercer,3
q_1012,591,Mercer,2025-08-24 22:26:47.886105+00,16,yes,Can be answered,Multi,"In the City of Seattle, which 'Elementary Attendance Area' is the 'Seattle Schools Administration' located in?",Within,,Mercer,3
q_1012,848,Mercer,2025-08-26 05:01:34.607526+00,17,yes,Can be answered,Multi,"In the City of Seattle, which 'Elementary Attendance Area' is the 'Seattle Schools Administration' located in?",Within,,Mercer,3
q_1013,132,South East,2025-08-21 17:51:42.231138+00,22,yes,Can be answered,Multi,"In Cape Town, near the District Six LSDF, what is the orientation of the easternmost NODE in Area 7 relative to the center of the circular IRT PROPOSED FEEDER ROUTE?",Orientation,,South East,3
q_1013,385,South East,2025-08-22 10:27:32.44179+00,18,yes,Can be answered,Multi,"In Cape Town, near the District Six LSDF, what is the orientation of the easternmost NODE in Area 7 relative to the center of the circular IRT PROPOSED FEEDER ROUTE?",Orientation,,South East,3
q_1013,909,South East,2025-08-27 01:16:20.171194+00,19,yes,Can be answered,Multi,"In Cape Town, near the District Six LSDF, what is the orientation of the easternmost NODE in Area 7 relative to the center of the circular IRT PROPOSED FEEDER ROUTE?",Orientation,,South East,3
q_1015,134,North East,2025-08-21 18:00:35.949509+00,22,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the orientation of the northernmost point of Flsantekraal relative to the intersection of North-South Link and N2?",Orientation,,North East,3
q_1015,352,North,2025-08-22 05:35:39.460344+00,12,no,Map doesn't contain information to answer the question,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the orientation of the northernmost point of Flsantekraal relative to the intersection of North-South Link and N2?",Orientation,"Although the question can be answered, the question itself is confusing. There is no `cape town` in the map, and the entire map shows ""ELSI... RIVER VALLEY"", so it is not useful to say `near ELSIESKRAAL RIVER VALLEY` in the question.",North East,3
q_1015,898,North,2025-08-27 00:54:35.872654+00,13,yes,Can be answered,Multi,"In Cape Town, near ELSIESKRAAL RIVER VALLEY, what is the orientation of the northernmost point of Flsantekraal relative to the intersection of North-South Link and N2?",Orientation,,North East,3
q_1016,135,2,2025-08-21 18:01:21.860924+00,22,yes,Can be answered,Multi,"In Seattle's proposed lid area, how many Gathering Spaces have their centers located within the Proposed Buildings?",Within,,2,3
q_1016,353,2,2025-08-22 05:36:08.710784+00,15,yes,Can be answered,Multi,"In Seattle's proposed lid area, how many Gathering Spaces have their centers located within the Proposed Buildings?",Within,,2,3
q_1016,471,2,2025-08-23 17:29:53.6573+00,14,yes,Can be answered,Multi,"In Seattle's proposed lid area, how many Gathering Spaces have their centers located within the Proposed Buildings?",Within,,2,3
q_1020,141,LAGOON; BARRIER ISLAND; ATLANTIC OCEAN,2025-08-21 18:10:46.329489+00,22,yes,Can be answered,Multi,"In the area around Canaveral National Seashore, which types of Morphogenetic Units does the line of 28°52'30""N intersect with?",Intersect,,LAGOON; BARRIER ISLAND; ATLANTIC OCEAN,3
